detection_type,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,discovered,omega,star_distance,star_mass,star_radius,star_age,star_teff
Radial Velocity,0.0132,,9.252,0.068,,,2020,,3.2871,0.489,0.4712,,3688.0
Radial Velocity,0.0239,,21.789,0.12,,,2020,,3.2871,0.489,0.4712,,3688.0
Radial Velocity,0.23,,772.05,0.88,0.49,,2020,325.7,4.4716,0.15,0.164,,3154.0
Radial Velocity,60.0,,5188.0,4.9,0.6239,,2021,232.5,17.8023,0.527,0.53,,3523.0
Radial Velocity,0.0374,,13.4586,0.0943,0.49,,2022,108.0,23.884,0.609,0.626,,3861.0
Radial Velocity,0.03036,,18.27,0.1139,0.29,,2021,173.7,30.686,0.59,0.57,8.9,3836.0
Radial Velocity,9.403,,19240.8,12.319,0.155,155.326,2022,92.13,20.5121,0.67,0.662,,4263.0
Radial Velocity,0.04097,,3.822,0.039435,0.109,,2019,210.6,14.96,0.56,0.56,,3879.0
Radial Velocity,0.0164,,140.43,0.422,0.45,,2022,217.0,7.618,0.51,0.5,,3714.0
Radial Velocity,0.02029,,15.53,0.0912,0.0,,2019,,8.1593,0.42,0.42,,3663.0
Radial Velocity,2.78,,11.2202,0.068,0.2,,2024,150.0,,,,,
Radial Velocity,0.01771,,13.8508,0.0905,0.363,,2019,43.0,9.856,0.515,0.511,,3805.0
Radial Velocity,26.2,,0.032,,,55.5,2016,,72.83,0.5,0.011,,14800.0
Radial Velocity,3.06,,3299.0,4.19,0.617,33.5,2018,143.9,37.89,0.809,0.683,6.5,4780.0
Radial Velocity,14.28,,446.27,1.186,0.6616,,2009,175.29,214.0,1.22,1.56,5.0,5638.0
Radial Velocity,1.4,,1798.0,2.75,0.1,,2010,155.0,90.0,0.857,0.837,7.8,5246.0
Radial Velocity,10.7,,8500.0,9.0,0.37,,2013,90.0,118.0,1.34,1.54,2.7,6414.0
Radial Velocity,12.7,,1422.0,2.5,0.08,,2018,,654.0,1.038,1.036,4.3,5670.0
Radial Velocity,29.0,,154.6,0.39,0.28,26.0,2024,,206.6,0.33,2.2,0.0008,3300.0
Radial Velocity,1.7,,157.57,0.76,0.085,,2011,132.0,122.0,2.4,9.3,,4861.0
Radial Velocity,1.16,,383.7,1.03,0.36,,2007,202.7,52.8,1.0,,2.0,5582.0
Radial Velocity,0.041217,,5.75979,0.0641,0.045,,2010,332.0,39.4,1.06,,4.3,5911.0
Radial Velocity,0.03696945,,16.3579,0.1286,0.088,,2010,315.0,39.4,1.06,,4.3,5911.0
Radial Velocity,0.07897304,,49.745,0.2699,0.026,,2010,166.0,39.4,1.06,,4.3,5911.0
Radial Velocity,0.07519743,,122.76,0.4929,0.135,,2010,332.0,39.4,1.06,,4.3,5911.0
Radial Velocity,0.06733159,,601.2,1.422,0.19,,2010,347.0,39.4,1.06,,4.3,5911.0
Radial Velocity,0.202624,,2222.0,3.4,0.08,,2010,174.0,39.4,1.06,,4.3,5911.0
Radial Velocity,0.3,,70.46,0.302,0.11,,2005,251.0,30.49,0.74,,5.39,5079.0
Radial Velocity,0.172,,20.67,0.1532,0.106,,2004,283.0,42.0,1.03,1.27,6.21,5672.0
Radial Velocity,0.46,,4.114,0.049,0.14,78.0,2005,143.4,28.98,0.926,0.835,2.4,5291.0
Radial Velocity,5.9,,127.58,0.614,0.05,,2008,118.0,360.0,1.9,10.1,,4908.0
Radial Velocity,2.6,,520.0,1.57,0.68,,2008,320.0,360.0,1.9,10.1,,4908.0
Radial Velocity,5.9,,778.1,2.01,0.211,,2011,182.0,158.0,1.95,6.3,1.6,4830.0
Radial Velocity,1.52,,1123.0,,0.209,,2010,21.0,158.0,1.95,6.3,1.6,4830.0
Radial Velocity,0.05,,122.1,0.46,0.34,,2011,105.0,9.24,0.85,,9.0,5650.0
Radial Velocity,0.3584,,3090.9,4.074,0.11,,2019,108.7,62.85,0.95,,,5436.0
Radial Velocity,0.96,,6.4947,0.0807,0.037,,2010,301.0,126.0,1.68,4.4,2.3,5054.0
Radial Velocity,0.098,,47.84,0.249,0.0,,2009,,49.3,0.9,,9.1,5303.0
Radial Velocity,0.62,,4.5557,0.0498,0.086,,2014,262.0,41.6,0.794,0.73,3.8,5017.0
Radial Velocity,0.367,,5.8881,0.07,0.09,,2013,318.0,55.0,1.335,,1.05,6489.0
Radial Velocity,1.44,,1919.0,3.27,0.31,,2021,181.5,54.9,1.28,2.2,,6072.0
Radial Velocity,0.0352,,120.878,0.439,0.19,,2019,127.74,26.52,0.77,,,4792.0
Radial Velocity,0.1954,,55.851,0.2674,0.12,,2009,27.0,20.8,0.791,,4.33,4969.0
Radial Velocity,0.0415,,13.8992,0.1058,0.29,,2024,37.0,20.8,0.791,,4.33,4969.0
Radial Velocity,8.3,,199.505,0.95,0.09,,2003,203.5,102.0,1.6,10.87,2.95,4786.0
Radial Velocity,0.08,,10.0,0.091,0.455,,2022,306.513,70.0837,1.01,1.274,,5671.0
Radial Velocity,26.491,,77114.1,35.731,0.126,31.968,2022,255.004,70.0837,1.01,1.274,,5671.0
Radial Velocity,0.64,,2412.0,3.38,0.0,,2021,,55.1,0.89,0.94,,5792.0
Radial Velocity,10.0,,1600.0,2.655,0.47,46.0,2002,292.2,37.44,0.96,1.09,5.02,5754.0
Radial Velocity,11.0,,2890.0,4.3,0.402,,2011,15.4,84.9,1.32,2.5,4.3,5638.0
Radial Velocity,0.93,,1003.0,2.03,0.1,,2003,108.9,17.3,1.1,1.1,4.8,6039.0
Radial Velocity,9.61,,3630.0,4.59,0.572,,2011,123.8,35.2,0.91,,6.0,5232.0
Radial Velocity,8.5,,1065.7,2.2,0.03,,2018,44.66,143.0,1.2,17.1,4.6,4501.0
Radial Velocity,0.21,,48.056,0.269,0.05,,2006,75.0,51.3,1.12,,5.6,5797.0
Radial Velocity,0.0626,,18.3267,0.1406,0.34,,2021,315.5,51.3,1.12,,5.6,5797.0
Radial Velocity,0.261,,10.8985,0.102,0.53,,2002,308.0,38.57,1.19,1.22,1.98,6067.0
Radial Velocity,3.0,,2990.0,3.7,0.52,56.0,2023,78.0,38.65,0.74,,6.5,
Radial Velocity,3.5,,1129.0,2.0,0.85,,2014,56.7,49.4,0.843,0.79,4.9,5122.0
Radial Velocity,2.6,,443.4,1.4,0.1,,2011,177.0,139.0,1.85,5.6,1.8,4956.0
Radial Velocity,1.36,,395.4,1.051,0.07,,2003,248.4,68.5,1.0,1.22,7.26,5407.0
Radial Velocity,1.018,,1605.8,2.68,0.25,,2005,17.3,68.5,1.0,1.22,7.26,5407.0
Radial Velocity,0.77,,68.27,0.33,0.12,,2010,235.0,65.6,1.01,1.02,,5844.0
Radial Velocity,0.054,,7.8543,0.079,0.25,,2013,296.0,62.0,1.047,,7.3,5783.0
Radial Velocity,0.076,,30.93,0.196,0.15,,2013,4.0,62.0,1.047,,7.3,5783.0
Radial Velocity,2.99,,520.1,1.259,0.338,,2020,133.1,55.5,0.98,1.089,,5694.0
Radial Velocity,0.28,0.99,5.23921,0.0635,0.0451,,2005,72.3,63.0821,1.2,1.3,3.3,5868.57
Radial Velocity,0.45,,283.8,0.95,0.442,,2021,135.0,,,,,
Radial Velocity,21.821,,17132.2,12.518,0.056,33.992,2022,63.515,42.5279,0.88,0.869,,5185.97
Radial Velocity,0.033,,6.744,0.068,0.045,,2021,300.0,106.3,0.997,0.968,,5732.0
Radial Velocity,27.099,,24469.7,16.714,0.401,51.891,2017,104.177,45.0858,1.02,1.166,,5718.0
Radial Velocity,19.97,,273.44,0.7904,0.765,,1997,-1.8,14.994,0.812,0.832,,4960.66
Radial Velocity,8.176,,17244.9,13.38,0.285,144.876,2022,289.063,44.3804,1.07,1.473,,5905.64
Radial Velocity,7.965,,1169.1,2.148,0.214,93.521,2004,94.142,29.0,0.78,,5.2,5494.0
Radial Velocity,18.063,,26472.4,17.25,0.558,87.902,2022,34.27,29.0,0.78,,5.2,5494.0
Radial Velocity,4.4,,1056.4,2.5,0.26,,2017,78.72,108.0,1.94,8.03,1.41,4884.0
Radial Velocity,0.434,,5.2049,0.0664,0.083,,2019,,134.0,1.44,1.78,2.0,6500.0
Radial Velocity,3.42,,2615.0,3.9,0.2,54.0,2023,301.0,100.5,1.15,9.6,5.45,4672.0
Radial Velocity,5.0,,613.2,1.7,0.24,,2020,114.4,326.8,1.8,39.0,1.6,4155.0
Radial Velocity,3.1,,323.4,1.03,0.36,,2013,229.1,36.9,1.4,1.5,0.15,6577.0
Radial Velocity,7.2,,3264.7,4.8,0.18,,2018,314.0,36.9,1.4,1.5,0.15,6577.0
Radial Velocity,0.36,,663.2,1.24,0.14,,2010,74.0,15.8,0.585,0.53,4.3,4462.0
Radial Velocity,0.93,,1818.0,2.44,0.2,,2010,280.0,15.8,0.585,0.53,4.3,4462.0
Radial Velocity,1.24,,937.0,1.02,0.23,,2003,273.0,28.0,0.75,0.76,2.19,4819.0
Radial Velocity,1.19,,1046.0,,0.06,,2011,,28.0,0.75,0.76,2.19,4819.0
Radial Velocity,0.357,1.182,4000.0,5.34,0.458,,2014,196.0,20.67,1.27,2.14,,5641.0
Radial Velocity,0.84,,1135.0,2.08,0.32,,2002,73.0,35.0,0.93,1.46,4.58,5662.0
Radial Velocity,6.3,,493.7,1.16,0.144,10.0,2001,86.0,20.4,0.92,0.78,3.7,5105.0
Radial Velocity,0.61,,4318.0,,0.0,,2010,6.5,20.4,0.92,0.78,3.7,5105.0
Radial Velocity,7.899,,32669.2,20.247,0.144,87.505,2022,62.477,38.9679,1.03,1.195,,5757.15
Radial Velocity,4.88,,1613.7,2.8,0.391,112.598,2007,217.469,51.261,1.24,1.34,2.3,6030.0
Radial Velocity,0.408,,223.41,0.774,0.193,,2009,259.0,51.261,1.24,1.34,2.3,6030.0
Radial Velocity,12.8,,26517.0,18.2,0.29,90.0,2022,111.0,51.261,1.24,1.34,2.3,6030.0
Radial Velocity,0.097,,10.5,0.088,0.232,,2022,259.222,10.9816,0.83,0.727,,5019.17
Radial Velocity,10.319,,15319.2,11.364,0.211,25.791,2022,312.056,10.9816,0.83,0.727,,5019.17
Radial Velocity,8.5,,3258.0,4.5,0.46,39.0,2021,173.0,218.39,1.18,1.213,,5957.0
Radial Velocity,2.1,,670.2,1.73,0.21,,2011,360.0,123.2,1.58,4.6,2.7,4951.0
Radial Velocity,1.27,,907.0,,0.038,,2010,17.3,123.2,1.58,4.6,2.7,4951.0
Radial Velocity,2.06,,2627.08,3.78,0.16,,2004,81.7,33.0,1.07,1.09,6.68,5432.0
Radial Velocity,6.5,,433.7,1.08,0.19,,2015,155.3,231.5,0.9,27.3,10.2,4312.5
Radial Velocity,0.174,,25.8,0.18,0.15,,2004,289.0,38.0,1.05,1.19,3.88,5861.0
Radial Velocity,2.17,1.14,6.13499,0.07082,0.31,88.75,2005,153.6,88.6,1.353,1.993,5.32,5872.0
Radial Velocity,3.1,,676.7,1.7,0.31,,2018,29.16,111.0,1.4,14.8,3.7,4469.0
Radial Velocity,37.6,,410.2,1.71,0.082,,2009,,,3.9,20.5,,5083.0
Radial Velocity,0.622,,1945.0,3.16,0.041,,2005,155.0,33.98,1.125,2.18,9.56,5248.0
Radial Velocity,0.079,,37.91,0.229,0.3,,2005,102.0,33.98,1.125,2.18,9.56,5248.0
Radial Velocity,4.5,,2082.0,4.3,0.66,,2013,117.0,97.7,2.39,9.12,,4892.0
Radial Velocity,1.22,,63.33,0.33,0.03,,2003,265.0,44.37,1.18,,1.62,6075.0
Radial Velocity,37.203,,2907.5,4.313,0.706,133.476,2016,304.236,53.2528,1.13,2.166,,4956.0
Radial Velocity,0.23,,85.0,0.406,0.228,,2022,194.673,53.2528,1.13,2.166,,4956.0
Radial Velocity,0.75,,270.66,0.86,0.34,,2021,18.28,60.1977,1.16,1.3,,6138.0
Radial Velocity,2.98,,58.83,0.297,0.07,,2016,325.0,51.1,1.01,,,5920.0
Radial Velocity,10.904,,14902.0,10.817,0.165,93.088,2022,164.716,39.3466,0.75,0.7513,,4703.93
Radial Velocity,22.16,1.08,1756.2,1.55,0.591,,2018,342.4,154.3,1.36,6.17,,4850.0
Radial Velocity,0.042,,9.6737,0.0809,0.0,,2009,,27.4,0.756,,3.53,4908.0
Radial Velocity,3.0,,502.0,1.37,0.46,,2007,41.5,52.82,1.1,1.05,2.1,5897.0
Radial Velocity,0.058,,4.1547,0.05,0.27,,2009,103.0,52.82,1.1,1.05,2.1,5897.0
Radial Velocity,7.2,,3008.0,4.2,0.28,,2009,284.0,52.82,1.1,1.05,2.1,5897.0
Radial Velocity,2.9,,133.6,0.54,0.04,,2015,99.3,158.4,1.2,9.2,4.5,4835.8
Radial Velocity,0.224,,948.12,1.8105,0.13,,2011,,38.1,,,,
Radial Velocity,0.38,,1244.0,2.35,0.41,,2010,243.0,72.4,1.145,1.09,7.2,5585.0
Radial Velocity,2.3,,263.6,0.83,0.377,,2000,296.0,37.16,1.07,1.12,7.05,5742.0
Radial Velocity,1.57,,1708.0,2.56,0.031,,2002,165.0,37.16,1.07,1.12,7.05,5742.0
Radial Velocity,0.086,,65.8,0.287,0.24,,2022,56.147,22.5279,0.73,0.7357,,4595.32
Radial Velocity,47.409,,2679.5,3.453,0.697,128.923,2022,244.099,22.5279,0.73,0.7357,,4595.32
Radial Velocity,2.18,,448.6,1.099,0.25,,2002,110.9,16.6,0.84,0.73,0.39,4965.0
Radial Velocity,3.79,,919.0,1.76,0.17,56.0,2005,195.5,16.6,0.84,0.73,0.39,4965.0
Radial Velocity,0.89,,298.2,0.87,0.57,,2016,84.0,26.03,0.65,0.85,10.0,4875.0
Radial Velocity,1.6,,1840.0,2.9,0.7,,2010,163.0,67.61,0.99,,,
Radial Velocity,1.1,,10.72,0.09,0.044,76.0,1999,203.63,30.0,0.79,0.83,0.35,5330.0
Radial Velocity,2.2,,883.0,2.09,0.163,,2011,22.0,110.0,1.61,4.6,2.7,4927.0
Radial Velocity,61.953,,105903.2,49.476,0.252,103.374,2022,106.59,77.2897,,2.559,,5112.0
Radial Velocity,3.31,1.167,2613.0,4.1,0.563,,2018,265.0,149.6,1.35,2.39,,5671.0
Radial Velocity,14.0,,471.6,1.85,0.27,,2005,160.7,185.0,4.5,50.39,,
Radial Velocity,6.7,,974.0,1.98,0.34,122.0,2007,214.0,71.0,1.09,,6.4,5885.0
Radial Velocity,1.49,,1544.0,2.62,0.22,,2011,158.0,96.0,1.01,1.11,5.0,5985.0
Radial Velocity,1.43,,649.0,1.44,0.32,,2016,,47.0,0.95,,9.7,5799.0
Radial Velocity,0.48,,3407.0,4.36,0.47,,2016,,47.0,0.95,,9.7,5799.0
Radial Velocity,2.5,,6119.0,,0.62,,2016,,47.0,0.93,,9.7,5805.0
Radial Velocity,0.0351,,3.27,0.0444,0.4,,2011,,24.2,,,,
Radial Velocity,0.1507,,1160.9,2.2263,0.75,,2011,,24.2,,,,
Radial Velocity,47.0,,201.68,0.638,0.0891,,2002,163.0,72.185622,1.177,1.488,,5807.06
Radial Velocity,0.0292,,12.083,0.1023,0.15,,2011,,26.5,1.0,1.129,,5624.92
Radial Velocity,0.0382,,59.519,0.2962,0.29,,2011,,26.5,1.0,1.129,,5624.92
Radial Velocity,0.141,,967.9,1.94,0.092,,2011,194.0,26.5,1.0,1.129,,5624.92
Radial Velocity,0.00736,,4.3203,0.0527,0.2,,2024,54.0,26.5,1.0,1.129,,5624.92
Radial Velocity,0.01737,,26.915,0.1784,0.08,,2024,63.0,26.5,1.0,1.129,,5624.92
Radial Velocity,20.0,,3029.5,4.2,0.27,,2003,,26.169,1.02,0.9125,,5713.8
Radial Velocity,30.0,,4416.5,5.4,0.2,,2021,,26.169,1.02,0.9125,,5713.8
Radial Velocity,2.3,,4055.0,5.4,0.16,93.0,2023,89.0,56.58,1.28,,4.4,
Radial Velocity,5.489,,2422.3,4.172,0.164,93.872,2022,174.268,82.4251,,3.93,,4992.0
Radial Velocity,2.0,,464.3,1.32,0.255,,2010,12.0,98.2,1.33,3.4,4.0,5071.0
Radial Velocity,0.84,,4540.0,5.13,0.103,,2021,24.0,,,,,
Radial Velocity,50.5,,44926.0,26.3,0.63,58.6,2019,184.9,43.47,1.14,1.07,0.76,5868.0
Radial Velocity,0.16,,142.2,0.534,0.651,,2019,219.768,43.47,1.14,1.07,0.76,5868.0
Radial Velocity,0.223,,330.0,0.89,0.36,,2011,86.0,38.0,0.86,0.82,6.45,5240.0
Radial Velocity,7.66,,479.9,1.2163,0.477,,2021,321.0,,,,,
Radial Velocity,27.3,,801.3,1.88,0.3985,,2004,31.2,41.75,1.36,1.9,2.65,6131.0
Radial Velocity,0.03599,,14.1774,0.1051,0.089,,2011,,28.6,,,,
Radial Velocity,0.0315,,53.804,0.2558,0.21,,2011,,28.6,,,,
Radial Velocity,0.865,,19.382,0.154,0.046,,2013,185.0,71.2,1.29,,2.9,6255.0
Radial Velocity,5.13,,931.0,2.03,0.12,,2013,185.0,71.2,1.29,,2.9,6255.0
Radial Velocity,38.86,,15533.5,11.544,0.251,16.601,2022,12.056,47.6205,0.84,0.813,,5035.28
Radial Velocity,1.88,,4218.0,5.15,0.02,,2010,290.0,44.2,1.02,1.23,8.4,5829.0
Radial Velocity,9.76,,1125.7,2.36,0.1,,2009,235.4,121.4,1.35,11.47,3.07,4700.0
Radial Velocity,15.3,,2742.245,5.15,0.65,118.0,2014,105.9,163.4,2.4,12.4,0.69,4815.0
Radial Velocity,0.05,,9.02378,0.085,0.47,,2022,107.6,15.2528,0.99,0.965,,5587.0
Radial Velocity,6.284,,7417.5,7.421,0.6,,2022,298.0,15.2528,0.99,0.965,,5587.0
Radial Velocity,0.451,,94.44,0.415,0.04,,2014,270.0,36.17,1.07,1.46,,5600.0
Radial Velocity,1.33,,201.99,0.689,0.048,,2014,220.0,36.17,1.07,1.46,,5600.0
Radial Velocity,1.18,,1069.8,2.09,0.074,,2014,220.0,36.17,1.07,1.46,,5600.0
Radial Velocity,0.66,,5000.0,5.0,0.26,,2014,350.0,36.17,1.07,1.46,,5600.0
Radial Velocity,23.5,,653.5,1.52,0.41,153.0,2002,187.72,33.46,1.1,1.06,2.55,5925.0
Radial Velocity,4.51,,1933.4,2.939,0.53,71.0,2005,170.0,35.87,0.99,0.705,13.3,5382.0
Radial Velocity,1.9,,1299.0,2.77,0.32,,2011,234.0,109.5,1.69,5.2,2.3,4878.0
Radial Velocity,1.62,,386.3,1.05,0.5,,2003,255.0,34.2,1.09,1.03,1.49,5834.0
Radial Velocity,1.25,,349.7,1.02,0.17,,2001,327.0,26.1853,1.21,1.458,5.93,6252.0
Radial Velocity,5.3,,6005.0,6.8,0.21,,2012,250.0,26.1853,1.21,1.458,5.93,6252.0
Radial Velocity,0.26,,108.5,0.474,0.13,,2012,89.593,26.1853,1.21,1.458,5.93,6252.0
Radial Velocity,1.21,,2.1974,0.0379,0.07,,2016,,48.7,1.51,,,6380.0
Radial Velocity,3.12,,1057.0,2.0,0.15,,2008,237.0,59.35,0.95,,,
Radial Velocity,55.5,,4748.65,5.96,0.4574,62.2,2015,64.79,60.2724,1.13,1.835,,6056.45
Radial Velocity,0.064,,40.4,0.242,0.821,,2022,113.612,115.665,1.16,1.648,,6126.0
Radial Velocity,5.76,,103.95,0.45,0.307,,2008,138.1,57.7,1.12,1.14,1.3,6046.0
Radial Velocity,2.9,,176.3,0.76,0.112,,2010,300.0,126.0,1.9,9.9,,4757.0
Radial Velocity,60.0,,6024.0,6.54,0.33,,2015,149.0,21.6,1.03,,3.0,
Radial Velocity,2.072,,2751.5,4.89,0.078,81.958,2015,186.316,227.881,1.748,6.624,,4899.0
Radial Velocity,0.0203,,5.7715,0.0634,0.11,,2009,,23.4,1.02,1.095,6.3,5765.0
Radial Velocity,0.0176,,13.506,0.1117,0.15,,2011,,23.4,1.02,1.095,6.3,5765.0
Radial Velocity,47.0,,79.4179,0.361,0.4751,,2012,-151.92,38.97,0.96,0.924,3.4,5468.0
Radial Velocity,2.12,,44.236,0.2388,0.4686,,2009,335.97,42.96,0.927,,6.36,5441.0
Radial Velocity,6.56,,1008.0,1.922,0.133,,2009,226.9,42.96,0.927,,6.36,5441.0
Radial Velocity,0.068,,86.58,0.323,0.136,,2018,2.3,10.735,0.58,0.57,,4090.0
Radial Velocity,1.21,,528.4,1.32,0.26,,2003,282.0,12.9,0.92,1.0,0.65,5701.0
Radial Velocity,5.14,,116.596,0.522,0.207,,2016,80.0,104.93,1.38,2.29,4.0,5972.0
Radial Velocity,2.3,,491.54,1.36,0.23,,2016,42.0,104.93,1.38,2.29,4.0,5972.0
Radial Velocity,1.121,1.25,676.6,1.7,0.155,,2018,343.0,119.5,1.43,5.01,,4942.0
Radial Velocity,0.85,,1010.0,2.45,0.52,,2009,35.0,53.05,1.22,1.21,,6308.0
Radial Velocity,5.16,,5062.0,6.15,0.125,,2018,152.0,72.0,1.21,1.34,2.41,6032.0
Radial Velocity,1.23,,328.55,0.993,0.587,,2018,141.5,72.0,1.21,1.34,2.41,6032.0
Radial Velocity,0.28,0.74,2.8758916,0.041,0.013,84.1,2005,,78.9,1.3,1.497,2.0,6147.0
Radial Velocity,1.33,1.05,4.07206,0.052,0.0123,,2005,204.8,63.0,1.1,,7.6,5730.0
Radial Velocity,53.632,,7239.7,7.406,0.04,15.976,2022,91.27,70.6875,1.02,1.0,,5704.52
Radial Velocity,42.0,,6.673,,0.005,,2022,,138.477,1.45,1.462,0.1,6782.0
Radial Velocity,12.597,,16521.5,12.404,0.357,13.574,2022,53.02,20.2727,0.93,0.877,,5352.05
Radial Velocity,2.4,,562.0,1.4,0.2,,2022,137.0,144.49,1.3,16.2,4.9,4153.0
Radial Velocity,2.75,1.183,428.5,1.262,0.031,,2011,126.0,159.0,1.46,4.67,2.4,4947.0
Radial Velocity,0.168,,1096.2,1.9303,0.0,,2011,,29.6,,,,
Radial Velocity,2.43,,13140.0,11.5,0.787,70.0,2002,132.0,27.2,0.94,0.87,1.17,5741.0
Radial Velocity,0.121,,21.9,0.16,0.496,,2022,257.997,43.6002,1.14,1.17,,6091.98
Radial Velocity,5.148,,18144.8,14.131,0.138,42.369,2022,31.179,43.6002,1.14,1.17,,6091.98
Radial Velocity,3.0,,2097.0,3.2,0.6,,2010,325.0,85.17,1.023,,,
Radial Velocity,1.5,,689.0,1.48,0.22,,2011,321.0,186.0,0.927,4.8,12.0,5155.0
Radial Velocity,50.0,,5.526174,0.0652,0.0302,,2012,307.3,189.0,1.162,1.153,,6283.08
Radial Velocity,0.064,,7.3,0.068,0.065,,2022,141.983,17.9412,0.7451,0.79,,4837.0
Radial Velocity,0.055,,15.3,0.111,,,2022,142.315,17.9412,0.7451,0.79,,4837.0
Radial Velocity,27.454,,40654.6,21.449,0.152,14.324,2022,6.861,17.9412,0.7451,0.79,,4837.0
Radial Velocity,2.73,,499.4,1.28,0.34,,2008,308.2,49.6,1.12,1.34,4.3,6076.0
Radial Velocity,0.0208,,18.56,0.134,0.344,,2011,,17.8,,,,
Radial Velocity,11.6,,3538.0,4.3,0.26,50.0,2006,346.0,18.06,0.88,,4.92,5468.0
Radial Velocity,9.1,,5163.0,7.46,0.2,47.0,2023,310.0,101.6,2.0,8.46,1.1,4807.0
Radial Velocity,5.02,,163.91,0.6,0.61,,2008,265.0,65.8,1.06,1.27,9.28,5714.0
Radial Velocity,2.24,,408.6,1.291,0.46,,2004,57.0,64.2,1.718,1.76,5.6,5445.0
Radial Velocity,2.58,,3452.0,5.36,0.06,,2014,352.0,64.2,1.718,1.76,5.6,5445.0
Radial Velocity,0.75,,352.65,1.04,0.21,,2021,62.88,57.9,,,,
Radial Velocity,31.9,,818.8,2.0,0.08,5.2,2015,157.0,75.1,1.5,5.0,,4845.0
Radial Velocity,0.85,,194.3,0.64,0.17,,2007,143.0,43.0,0.92,,10.7,5900.0
Radial Velocity,0.82,,391.9,1.02,0.16,,2007,180.0,43.0,0.92,,10.7,5900.0
Radial Velocity,0.024,,1.9,0.03,0.194,,2022,92.251,27.561,1.03,1.019,,5771.84
Radial Velocity,5.909,,17202.2,13.183,0.071,31.771,2022,182.687,27.561,1.03,1.019,,5771.84
Radial Velocity,0.05,,21.9,0.167,0.109,,2022,305.399,48.249,1.29,2.757,,6419.19
Radial Velocity,5.228,,7841.6,8.415,0.391,23.462,2022,219.678,48.249,1.29,2.757,,6419.19
Radial Velocity,9.71,,131.05,0.495,0.708,,2011,264.2,36.6,0.93,0.961,4.0,5420.0
Radial Velocity,9.75,,4818.3,5.486,0.261,74.699,2010,98.377,36.6,0.93,0.961,4.0,5420.0
Radial Velocity,0.74,,842.2,1.88,0.22,,2009,43.0,55.1,1.25,2.16,,5900.0
Radial Velocity,0.0131,,4.646,0.05,0.0,,2010,,24.5,0.772,0.72,8.6,4850.0
Radial Velocity,0.099,,809.8,1.558,0.14,,2017,-2.4,24.5,0.772,0.72,8.6,4850.0
Radial Velocity,10.45,,359.5546,1.096,0.84785,177.3,2007,51.62,49.0,1.43,,2.1,6138.0
Radial Velocity,0.12,,104.84,0.416,0.46,,2011,,31.9,,,,
Radial Velocity,1.8,,521.0,1.52,0.291,,2011,334.0,103.6,1.65,4.8,2.5,4897.0
Radial Velocity,2.22,0.107,2.178,,,,2020,,27.08,1.08,1.21,,
Radial Velocity,0.01762,,3.432,,,,2019,,27.08,1.08,1.21,,
Radial Velocity,0.01702,,5.1980814,,,,2019,,27.08,1.08,1.21,,
Radial Velocity,0.01913,,7.951,,,,2019,,27.08,1.08,1.21,,
Radial Velocity,0.01932,,12.028,,,,2019,,27.08,1.08,1.21,,
Radial Velocity,14.0,,820.2,2.1,0.13,,2018,168.0,294.1,1.8,50.3,1.6,4069.0
Radial Velocity,1.13,,12.62,0.11,0.02,,2013,223.0,69.2,1.125,,1.25,6123.0
Radial Velocity,1.9,,248.4,0.8,0.075,,2013,69.0,69.2,1.125,,1.25,6123.0
Radial Velocity,2.218,1.202,1184.1,2.32,0.024,,2007,63.0,52.7,1.19,2.13,8.1,5534.0
Radial Velocity,0.768,1.269,351.0,1.032,0.184,,2012,272.0,52.7,1.19,2.13,8.1,5534.0
Radial Velocity,48.0,,178.9049,0.68,0.5967,,2016,191.17,92.3,1.25,,,6212.0
Radial Velocity,0.96,,577.9,1.48,0.078,,2015,26.0,84.6,1.31,3.8,4.59,4757.0
Radial Velocity,3.48,,2111.0,3.52,0.098,,2015,240.0,84.6,1.31,3.8,4.59,4757.0
Radial Velocity,0.57,,279.3,0.84,0.044,,2021,300.0,,,,,
Radial Velocity,4.77,,995.4,2.148,0.637,,2007,221.5,59.8,1.35,1.87,5.3,6022.0
Radial Velocity,0.7836,1.269,75.2203,0.362,0.7441,,2011,79.6,69.0,1.12,1.76,8.6,5522.0
Radial Velocity,2.201,1.202,1272.0,2.39,0.08,,2011,274.0,69.0,1.12,1.76,8.6,5522.0
Radial Velocity,5.7,,599.6,1.6,0.29,,2018,203.11,274.0,1.5,35.4,2.7,4119.0
Radial Velocity,0.48,,282.4,0.875,0.26,,2011,324.0,52.0,1.13,1.06,1.1,5922.0
Radial Velocity,0.0516,,40.0,0.23,0.088,,2015,145.0,28.93,0.99,,,5790.0
Radial Velocity,14.3,,641.47,1.331,0.35,29.0,2010,65.4,39.4,0.77,,,4684.0
Radial Velocity,0.365,,1207.0,2.16,0.08,,2006,114.0,22.13,0.874,0.999,13.4,5293.0
Radial Velocity,0.041,,75.74,0.341,0.12,,2016,330.0,22.13,0.874,0.999,13.4,5293.0
Radial Velocity,0.0331,,12.458,0.12292,0.086,,2020,311.0,22.13,0.874,0.999,13.4,5293.0
Radial Velocity,0.0331,,41.763,0.2292,0.086,,2021,343.0,22.13,0.874,0.999,13.4,5293.0
Radial Velocity,19.0,,2343.0,3.59,0.67,93.0,2023,3.1,57.4263,1.06,1.06,,5870.0
