detection_type,mass,radius,orbital_period,semi_major_axis,discovered,star_distance,star_mass,star_radius,star_teff
Radial Velocity,1.86,,684.7,1.853,2016,80.0,1.81,7.3,4866.0
Radial Velocity,5.0,,430.0,1.61,2003,121.36,0.94,23.47,4380.0
Radial Velocity,13.9,,434.0,1.14,2021,537.873,1.05,42.4,4076.0
Radial Velocity,1.16,,700.0,1.51,2008,87.4,0.93,,
Radial Velocity,0.01708,,7.34013,0.0652,2024,,,,
Radial Velocity,0.01992,,37.998,0.1951,2024,,,,
Radial Velocity,0.0218,,151.12,0.4894,2024,,,,
Radial Velocity,1.615,1.224,400.5,,2013,134.4,1.32,5.01,4802.0
Radial Velocity,0.1,0.98,4.94739,0.058,2002,40.7,1.07,0.94,5482.0
Radial Velocity,1.45,,2483.7,3.93,2005,47.26,1.31,1.42,6099.0
Radial Velocity,2.93,,8620.0,9.02,2005,47.26,1.31,1.42,6099.0
Radial Velocity,5.16,,1293.0,2.41,2002,31.03,1.04,1.11,5902.0
Radial Velocity,0.04,,14.071,0.10805,2011,34.8,,,
Radial Velocity,0.0521,,95.87,0.38833,2011,34.8,,,
Radial Velocity,1.21,,119.27,0.52,2000,28.0,1.2,1.25,6159.0
Radial Velocity,0.0579,,40.87,0.2416,2021,56.12,1.126,1.194,6203.0
Radial Velocity,1.94,,675.0,1.75,2007,100.0,1.56,3.26,5052.0
Radial Velocity,1.15,,886.0,2.071,2016,100.0,1.56,3.26,5052.0
Radial Velocity,3.87,,1827.0,3.18,2018,72.0,1.29,1.52,
Radial Velocity,5.78,,139.35,0.53,2016,221.0,1.01,9.09,4830.0
Radial Velocity,1.681,1.222,779.9,1.911,2012,58.2,1.53,5.14,4877.0
Radial Velocity,0.33,,492.3,1.2,2014,54.0,0.92,1.01,5902.0
Radial Velocity,5.918,,5859.1,6.426,2022,61.4925,1.03,1.777,5743.0
Radial Velocity,8.43,,4843.0,5.7,2024,,,,
Radial Velocity,7.6,,177.11,0.76,2011,251.0,1.91,8.7,4907.0
Radial Velocity,6.92,,299.36,1.086,2003,96.8,1.9,13.2,4658.0
Radial Velocity,6.5,,495.4,1.5,2020,318.5,1.7,27.0,4348.0
Radial Velocity,9.21,,201.83,0.77,2008,25.7,1.44,,6095.0
Radial Velocity,21.81,,607.06,1.58,2008,25.7,1.44,,6095.0
Radial Velocity,18.77,,5138.0,6.15,2023,52.963,1.157,1.4,6255.0
Radial Velocity,8.519,,14306.9,11.842,2022,49.3305,1.08,1.232,5930.46
Radial Velocity,0.39,1.06,2.81747,0.036,2005,35.8,0.8,,4841.0
Radial Velocity,0.64,,358.0,0.949,2009,32.6,0.865,,5432.0
Radial Velocity,17.8,,45.791,0.246,2019,31.56,0.95,,5676.0
Radial Velocity,2.56,,623.0,1.51,2022,130.0,1.64,5.44,5966.0
Radial Velocity,0.39,,21.998,0.14,2000,40.32,0.79,0.57,5835.0
Radial Velocity,1.295,,577.6,1.301,2003,35.1205,1.0,0.886,5623.44
Radial Velocity,2.03,,5370.0,5.75,2011,35.1205,1.0,0.886,5623.44
Radial Velocity,22.1,,480.7,1.2,2012,80.9,1.1,21.4,4305.0
Radial Velocity,10.946,,2269.81726,3.395,2006,55.0,1.14552,,5752.0
Radial Velocity,27.0,,39000.0,23.0,2021,55.0,1.14552,,5752.0
Radial Velocity,3.06,,352.2,1.08,2015,88.8,1.36,1.55,6330.0
Radial Velocity,4.85,,2374.0,3.86,2015,88.8,1.36,1.55,6330.0
Radial Velocity,62.79,,2496.0,3.56,2009,55.9,0.96,1.02,5745.0
Radial Velocity,3.07,,1103.0,2.18,2016,78.0,1.12,1.02,5950.0
Radial Velocity,35.1,,240.7,0.66,2023,33.28,0.95,1.149,5430.0
Radial Velocity,1.86,,6.2771,0.0704,2001,58.0,1.2,1.14,5767.0
Radial Velocity,15.0,,12700.0,13.2,2006,58.0,1.2,1.14,5767.0
Radial Velocity,3.04,,1193.3,2.48,2022,75.1,1.68,7.72,4787.0
Radial Velocity,0.1427,,8.6682,0.0785,2006,12.6,0.86,0.895,5385.0
Radial Velocity,0.1649,,31.601,0.186,2006,12.6,0.86,0.895,5385.0
Radial Velocity,0.2529,,200.57,0.63,2006,12.6,0.86,0.895,5385.0
Radial Velocity,2.0,,2231.0,3.3,2003,28.8,1.0,0.84,5670.0
Radial Velocity,27.43,,15.052366,0.1228,2019,43.9906,1.15,1.247,6115.15
Radial Velocity,0.29,,615.0,1.36,2011,36.0,0.89,0.96,5386.0
Radial Velocity,1.768,1.218,858.0,1.88,2018,124.22,1.21,4.96,4934.0
Radial Velocity,2.988,,3549.4,4.691,2002,49.8,1.09,1.4507,5943.3
Radial Velocity,18.806,,18207.7,13.959,2022,49.8,1.09,1.4507,5943.3
Radial Velocity,55.3,,6387.5,7.3,2007,51.8061,1.22,1.287,6257.69
Radial Velocity,5.468,,39.475,0.228,2016,72.78,1.02,1.22,5688.0
Radial Velocity,16.0,,2690.0,3.8,2023,36.5,1.05,0.89,5570.0
Radial Velocity,4.158,,1258.0,2.229,2008,50.4093,0.93,0.935,5382.91
Radial Velocity,5.131,,17071.8,12.688,2022,50.4093,0.93,0.935,5382.91
Radial Velocity,0.3659,,66.936,0.343,2024,35.24,1.378,1.43,6460.0
Radial Velocity,2.55,,5823.0,6.7,2024,35.24,1.378,1.43,6460.0
Radial Velocity,2.25,,188.9,0.65,2002,99.0,1.08,1.49,5590.0
Radial Velocity,2.25,,379.1,1.03,2006,99.0,1.08,1.49,5590.0
Radial Velocity,1.15,,1800.0,3.15,2009,96.99,1.29,2.65,4952.0
Radial Velocity,60.8,,6845.3,7.07,2007,,,,
Radial Velocity,1.778,,51.6385,0.2916,2003,64.56,1.24,1.64,5960.0
Radial Velocity,7.997,,2448.9,3.82,2003,64.56,1.24,1.64,5960.0
Radial Velocity,8.174,,1270.6,2.438,2011,39.0,1.05,1.01,6024.0
Radial Velocity,0.053,,51.154,,2022,39.0,1.05,1.01,6024.0
Radial Velocity,0.072,,15.017,0.121,2023,51.854,1.039,1.333,5783.0
Radial Velocity,0.4,,3449.0,4.5,2023,51.854,1.039,1.333,5783.0
Radial Velocity,0.47,1.03,3.50928,0.046,1999,28.94,1.05,1.25,6120.0
Radial Velocity,5.4,,4356.0,5.3,2023,30.29,1.06,,
Radial Velocity,38.255,,20903.8,22.69,2022,53.6608,1.17,1.859,6159.25
Radial Velocity,2.51,,418.2,1.19,2007,80.58,1.28,1.6,6021.0
Radial Velocity,8.49,,6717.0,7.39,2024,80.58,1.28,1.6,6021.0
Radial Velocity,0.23,0.99,3.97101,0.049,2002,59.7,1.0,1.33,5726.0
Radial Velocity,3.13,,415.89,1.187,2017,184.8,1.17,7.47,4698.0
Radial Velocity,0.05,,5.7561,0.0614,2012,40.75,0.93,0.88,5370.0
Radial Velocity,0.64,,273.1,0.9,2021,103.335,1.28,11.06,4862.0
Radial Velocity,0.0273,1.05,5.39792,0.05664,2009,16.8,0.832,0.78,5177.0
Radial Velocity,0.0247,,15.299,0.1134,2015,16.8,0.832,0.78,5177.0
Radial Velocity,0.0203,,24.451,0.1551,2015,16.8,0.832,0.78,5177.0
Radial Velocity,1.34,,1966.0,3.13,2012,49.0,1.06,,5740.0
Radial Velocity,56.876,,30487.3,23.379,2022,108.968,,5.424,4692.0
Radial Velocity,4.1641,1.032,111.436765,0.4603,2001,58.4,0.98,0.98,5645.0
Radial Velocity,5.41,,921.2,1.961,2023,109.86,1.18,1.22,5950.0
Radial Velocity,4.86,,1711.7,2.878,2021,85.6,1.08,1.062,5837.0
Radial Velocity,5.5,,6383.8,6.462,2022,34.6011,0.88,0.8148,5177.91
Radial Velocity,23.614,,10839.8,9.95,2022,61.3603,1.11,1.6542,6013.24
Radial Velocity,8.04,,1001.7,1.94,2005,32.56,0.96,0.86,5700.0
Radial Velocity,1.77,,184.02,0.66,2008,88.26,2.1,13.0,4753.0
Radial Velocity,24.128,,1021.2,3.233,2020,269.126,4.3,91.4,4245.0
Radial Velocity,22.609,,623.0,2.325,2022,269.126,4.3,91.4,4245.0
Radial Velocity,1.3,,705.0,1.65,2011,125.0,1.06,4.8,5112.0
Radial Velocity,4.8,,442.4,1.19,2003,27.46,1.18,1.12,5874.0
Radial Velocity,4.78,,219.3,0.746,2003,27.46,1.18,1.12,5874.0
Radial Velocity,0.29,,1078.0,2.145,2013,27.46,1.18,1.12,5874.0
Radial Velocity,0.2095,,159.0,0.533,2019,30.71,0.8,,4914.0
Radial Velocity,0.402,1.04,2.985628,0.0406,2002,43.54,0.9,1.04,5460.0
Radial Velocity,1.35,,8241.0,8.0,2022,43.54,0.9,1.04,5460.0
Radial Velocity,0.68,,1313.0,2.45,2009,52.5,1.13,1.19,6136.0
Radial Velocity,0.099,,799.52,1.373,2009,33.96,0.76,,5186.0
Radial Velocity,31.942,,6290.4,7.661,2022,75.8274,1.36,2.843,5280.0
Radial Velocity,2.11,,227.55,0.77,2003,44.2,1.17,1.37,6080.0
Radial Velocity,9.053,,25775.8,15.947,2022,40.3661,0.81,0.78,4927.56
Radial Velocity,1.5,1.08,1.99809,0.039,2006,91.0,1.21,1.22,6028.0
Radial Velocity,0.45,,1628.0,2.73,2010,42.48,1.02,,
Radial Velocity,7.0,,1475.0,2.86,2009,72.6,1.42,1.88,6210.0
Radial Velocity,0.032,,31.15,0.2,2020,14.9202,1.03,1.1825,5742.0
Radial Velocity,14.2,,1634.0,3.02,2010,38.25,1.35,1.39,6472.0
Radial Velocity,3.6,,1270.0,2.72,2016,169.0,1.66,8.8,4805.0
Radial Velocity,12.4,,13.481,0.117,2016,,1.12,1.55,5770.0
Radial Velocity,57.0,,674.0,1.58,2016,,1.12,1.55,5770.0
Radial Velocity,51.5,,2806.85,4.0,2007,48.816,1.03,1.164,5566.8
Radial Velocity,6.31,,2754.0,3.6,2009,18.1,0.82,0.76,4980.0
Radial Velocity,7.903,,18538.8,13.895,2022,35.9098,1.04,1.032,5785.33
Radial Velocity,0.3,1.0,3.41566,0.047,2004,74.5,1.2,1.93,5494.0
Radial Velocity,0.0541,0.2221,146.05,0.58,2023,33.37,1.25,1.54,5861.0
Radial Velocity,2.0,,2199.0,3.34,2004,30.9,1.028,1.05,5950.0
Radial Velocity,10.32,,256.78,0.917,2000,38.6364,1.21,2.132,6249.16
Radial Velocity,5.36,,6974.0,8.3,2013,38.6364,1.21,2.132,6249.16
Radial Velocity,5.03,,3440.0,4.76,2010,17.65,1.21,1.25,6314.0
Radial Velocity,0.057,,49.77,0.25,2009,39.6,0.84,,5599.0
Radial Velocity,38.09,,497.5,1.205,2008,71.725,0.914,,5185.0
Radial Velocity,1.11,,1179.0,2.2,2016,78.93,1.03,1.67,5577.0
Radial Velocity,27.02,,325.8,0.97,2000,32.82,1.15,1.14,5744.0
Radial Velocity,3.76,,11611.3,10.5,2013,32.82,1.15,1.14,5744.0
Radial Velocity,0.37,,143.58,0.477,2005,28.9,0.7,,4995.0
Radial Velocity,0.011,,2.5,0.035,2022,56.163,0.94,0.911,5408.0
Radial Velocity,13.07,,14010.3,11.154,2022,56.163,0.94,0.911,5408.0
Radial Velocity,0.0132,,7.3426,0.0756,2021,43.3475,1.1,1.185,5971.87
Radial Velocity,0.0223,,13.18,0.112,2011,43.3475,1.1,1.185,5971.87
Radial Velocity,0.0318,,46.025,0.257,2011,43.3475,1.1,1.185,5971.87
Radial Velocity,0.687,,30.0608,0.1892,2010,53.0,1.0,1.0,5793.0
Radial Velocity,1.7,,189.6,0.646,2010,53.0,1.0,1.0,5793.0
Radial Velocity,0.53,,2164.0,3.48,2022,57.618,1.2,1.903,5631.0
Radial Velocity,1.26,1.242,1576.0,2.74,2018,81.0,1.11,4.2,4798.0
Radial Velocity,1.2,,507.0,1.51,2010,139.0,1.58,4.9,5002.0
Radial Velocity,3.97,,1860.0,,2010,139.0,1.58,4.9,5002.0
Radial Velocity,5.01,,482.0,1.28,2015,300.0,1.2,20.0,4218.0
Radial Velocity,6.021,,2041.5,3.166,2021,88.02,1.09,1.088,5722.0
Radial Velocity,0.62,,494.0,,2009,56.1136,1.13,1.065,6070.77
Radial Velocity,4.6,,4375.0,5.2,2015,72.3704,0.95,0.93928087,5312.0
Radial Velocity,0.9,,361.1,0.99,2011,158.0,1.02,4.5,5148.0
Radial Velocity,0.68,,498.9,1.3,2009,84.0,1.31,1.86,5770.0
Radial Velocity,0.028,,8.1245,0.0777,2011,25.6,1.06,1.142,5847.0
Radial Velocity,0.011,,19.88,0.141,2021,25.6,1.06,1.142,5847.0
Radial Velocity,0.04,,103.5,0.424,2011,25.6,1.06,1.142,5847.0
Radial Velocity,1.14,,514.0,1.24,2021,,0.96,7.43,4725.0
Radial Velocity,21.105,,6449.1,6.925,2022,32.413,1.06,1.263,5874.1
Radial Velocity,3.5,,665.9,1.6,2018,213.0,1.3,16.7,4355.0
Radial Velocity,1.8,,436.9,1.23,2011,134.0,1.3,4.5,4992.0
Radial Velocity,6.79,,6023.0,6.57,2011,40.3,1.03,1.01,5790.0
Radial Velocity,2.33,,968.8,1.864,2018,31.0,0.92,0.93,5544.0
Radial Velocity,0.502,,439.3,1.105,2006,60.5,0.93,,5272.0
Radial Velocity,0.97,,310.4,1.08,2021,,,,
Radial Velocity,0.0802,,17.0503,,2004,18.0,0.83,0.96,4740.0
Radial Velocity,0.0563,,95.233,0.383,2023,18.0,0.83,0.96,4740.0
Radial Velocity,1.4,,868.0,2.14,2011,129.0,1.72,5.4,4932.0
Radial Velocity,5.69,,1123.0,,2010,129.0,1.72,5.4,4932.0
Radial Velocity,5.35,,184.2,0.655,2014,80.84,2.1,,4780.0
Radial Velocity,0.0406,,55.19,0.243,2020,23.66,,,
Radial Velocity,1.98,,144.3,0.72,2015,106.0,2.42,11.6,4945.0
Radial Velocity,1.56,,499.48,1.134,2016,56.2,0.78,,5180.0
Radial Velocity,2.68,,232.08,0.706,2016,66.3361,0.98,0.983,5562.0
Radial Velocity,1.94,,1481.6,2.84,2020,102.06,1.39,5.27,4824.0
Radial Velocity,0.99,,3830.0,4.8,2015,57.3,1.0,,5760.0
Radial Velocity,0.35,,57.435,0.13,2009,23.0,0.67,,
Radial Velocity,56.988,,5086.7,5.098,2022,28.9068,0.68,0.818,4362.64
Radial Velocity,3.88,,6.673855,0.0692,2006,52.9,0.99,1.0,5485.0
Radial Velocity,1.28,,147.73,0.545,2006,52.9,0.99,1.0,5485.0
Radial Velocity,0.57,,962.0,1.89,2009,52.9,0.99,1.0,5485.0
Radial Velocity,47.818,,22315.6,13.728,2022,25.5987,0.66,0.758,4220.0
Radial Velocity,0.068,,50.7,0.234,2022,40.2707,0.67,0.772,4316.0
Radial Velocity,30.609,,17128.4,11.522,2022,40.2707,0.67,0.772,4316.0
Radial Velocity,0.83,,159.986,0.492,2021,22.85,0.62,,
Radial Velocity,0.04,,41.516,0.217,2019,33.19,0.79,,4881.0
Radial Velocity,8.149,,26125.6,15.898,2022,50.1677,0.78,0.6975,4836.0
Radial Velocity,29.0,,8500.0,7.0,2019,14.07,0.621,,
Radial Velocity,0.0255,,60.722,0.256,2020,17.798,0.609,0.626,3969.0
Radial Velocity,0.1523,,3477.8,3.805,2020,17.798,0.609,0.626,3969.0
Radial Velocity,0.0453,,34.15,0.176,2020,21.11,,,
Radial Velocity,0.0721,,17.818,0.112,2020,10.533,,,
Radial Velocity,1.44,,345.63,0.89,2009,45.0,0.78,,4962.0
Radial Velocity,15.04,,9018.0,7.7,2010,45.0,0.78,,4962.0
Radial Velocity,0.02712,,7.76,0.063,2019,18.73,0.57,,4021.0
Radial Velocity,0.03914,,15.144,0.099,2019,18.73,0.57,,4021.0
Radial Velocity,2.4,,3274.0,4.0,2023,39.547,0.69,0.66,4799.0
Radial Velocity,8.135,,5138.4,5.062,2022,25.4893,0.65,0.723,4171.0
Radial Velocity,6.77,,2675.6,4.55,2020,122.76,1.04,4.93,4769.0
Radial Velocity,0.304,,41.38,0.166,2010,11.02,0.354,0.353,3358.0
Radial Velocity,0.227,,532.635,0.91,2017,11.02,0.354,0.353,3358.0
Radial Velocity,0.036,,8.1352,0.07,2011,25.92,0.73,0.68,4640.0
Radial Velocity,0.41,,32.03,0.178,2011,25.92,0.73,0.68,4640.0
Radial Velocity,0.527,,431.7,1.01,2011,25.92,0.73,0.68,4640.0
Radial Velocity,0.51,,30.014,0.17,2021,31.93,0.73,,
Radial Velocity,62.0,,,5.5,2023,108.9,5.23,3.4,16293.0
Radial Velocity,9.18,,124.6,0.565,2013,135.0,1.54,,
Radial Velocity,50.0,,305.11,0.88,2002,75.2736,0.93,0.91,5386.93
Radial Velocity,0.428,,28.125,0.177,2016,16.74,0.93,,5460.0
Radial Velocity,0.784,,67.3,0.316,2016,16.74,0.93,,5460.0
Radial Velocity,5.888,,1079.6,2.794,2015,150.292,2.5,9.53,5060.0
Radial Velocity,11.1,,2592.5,4.96,2016,112.6,2.41,8.69,4985.0
Radial Velocity,1.38,,88.9,0.46,2014,65.96,1.63,5.52,4890.0
Radial Velocity,5.98,,2131.8,3.82,2015,65.96,1.63,5.52,4890.0
Radial Velocity,0.011,,1.8372,0.029743,2016,87.8,1.05,,5857.0
Radial Velocity,0.094,,194.0,0.665,2016,87.8,1.05,,5857.0
Radial Velocity,4.58,,3659.0,3.99,2009,24.0,0.63,,4105.0
Radial Velocity,0.0592,,87.19,0.335,2019,32.36,0.66,,4146.0
Radial Velocity,2.4,,822.3,2.1,2016,91.6,1.74,5.77,4850.0
Radial Velocity,1.79,,926.4,2.02,2021,81.86,1.28,4.53,4891.0
Radial Velocity,2.1,,111.7,0.36,2010,14.4,0.49,,3191.0
Radial Velocity,7.714,,1852.1,3.729,2016,169.0,1.17,7.83,4670.0
Radial Velocity,0.804,,228.5,0.923,2022,169.0,1.17,7.83,4670.0
Radial Velocity,0.71,,2.224,0.031,2021,29.4898,0.79,,
Radial Velocity,1.96,,453.9,1.26,2020,94.29,1.3,3.94,4884.0
Radial Velocity,1.068,,5.0505,0.057,2013,44.9,0.95,,5519.0
Radial Velocity,20.6,,24955.5,15.037,2022,34.8523,0.71,0.688,4497.0
Radial Velocity,9.9,,16.84,0.124,2021,66.08,0.898,0.836,5198.0
Radial Velocity,20.0,,1058.8,2.55,2014,106.5,1.93,5.34,5020.0
Radial Velocity,0.01749,,36.116,0.1417,2023,6.253,0.291,0.299,3347.0
Radial Velocity,50.1,,125.8,0.61,2024,162.54,1.78,,4900.0
Radial Velocity,3.23,,27400.0,18.0,2019,31.49,1.07,1.53,5794.0
Radial Velocity,1.46,,3.986,0.0435,2024,37.667,0.69,0.65,4203.0
Radial Velocity,6.3,,734.0,2.038,2018,,2.0,,
Radial Velocity,0.03285,,20.129,0.111,2014,12.67,0.35,,3323.0
Radial Velocity,3.48,,512.5,1.771,2022,61.7477,2.89,10.67,5200.0
Radial Velocity,7.485,,2481.1,5.067,2022,61.7477,2.89,10.67,5200.0
Radial Velocity,16.4,,510.855,1.448,2002,31.5,1.4,12.8,4445.0
Radial Velocity,17.0,,24840.0,19.4,2021,31.5,1.4,12.8,4445.0
Radial Velocity,2.26,,320.1,0.925,1999,17.17,1.11,1.85,5997.0
Radial Velocity,50.0,,3.905625,0.0465,2012,395.489,1.16,2.235,6128.0
Radial Velocity,0.0349,,15.6805,0.1157,2020,201.7,0.84,1.25,5775.0
Radial Velocity,0.02363,,8.962,0.06,2017,38.07,0.36,0.41,3457.0
Radial Velocity,0.04792,,9.79692,0.0883,2024,232.1,1.018,0.99,5711.17
Radial Velocity,8.4,,522.2,1.43,2021,522.29,1.63,2.63,6217.0
Radial Velocity,1.6,,1251.0,2.6,2007,31.1,1.51,5.0,4960.0
Radial Velocity,0.9,1.7,2.989594,0.04321,2013,211.0,1.204,1.61,6207.0
Radial Velocity,3.71,,1276.0,2.39,2015,,1.126,1.529,6272.0
Radial Velocity,0.076,,60.89,0.31,2023,307.34,1.08,1.49,5825.0
Radial Velocity,0.0399,,151.04,0.538,2023,186.5,0.91,1.06,5708.0
Radial Velocity,6.338,,1935.571324,3.2611,2021,413.68,1.18,1.64,5770.0
Radial Velocity,0.00135,,4.0,,2022,66.99,0.52,0.44,3841.0
Radial Velocity,0.01466,1.695,7.305699922,0.076,2023,395.45,1.08,1.3,5594.0
Radial Velocity,1.34,,2047.0,3.23,2023,395.45,1.08,1.3,5594.0
Radial Velocity,,0.9145,1250.0,,2019,939.89,0.89,1.0,5690.0
Radial Velocity,0.3977,,1919.0,3.053,2022,186.88,1.03,1.1,5731.0
Radial Velocity,0.07079,,62.95,,2017,219.95,0.94,0.86,5544.0
Radial Velocity,0.06598,,34.951009,0.2055,2016,282.563,0.929,0.9164,5495.0
Radial Velocity,0.2161854,,91.605187,0.4164,2014,244.96,1.19,1.477,6212.0
Radial Velocity,11.089,,2091.7494,3.27,2014,341.69,0.96,1.057,5476.0
Radial Velocity,6.97,,223.3,0.73,2014,712.87,1.01,0.94,5460.0
Radial Velocity,2.43,,406.2,1.188,2015,870.0,1.32,4.06,4995.0
Radial Velocity,4.583,,525.157337,1.2988,2015,230.869,1.03,1.066,5687.0
Radial Velocity,2.307,,4806.833852,5.683,2015,230.869,1.03,1.066,5687.0
Radial Velocity,2.067,,982.0,,2014,309.47,0.88,0.89,5194.0
Radial Velocity,0.94,,5220.0,5.72,2023,309.47,0.88,0.89,5194.0
Radial Velocity,5.61,,1002.0,2.16,2016,936.96,1.32,4.23,4840.0
Radial Velocity,0.82,,258.8,,2019,306.39,1.25,1.41,6211.0
Radial Velocity,0.77,,634.6,1.4,2013,144.166,1.064,1.259,5793.0
Radial Velocity,0.51597,,4464.4241,5.379,2023,144.166,1.064,1.259,5793.0
Radial Velocity,3.05,,1403.0,2.464,2020,339.0,0.99,0.9,5466.0
Radial Velocity,8.5,,3650.0,4.5,2014,96.18,1.09,0.98,5669.0
Radial Velocity,9.836,,820.3,,2014,192.97,0.81,0.76,4781.0
Radial Velocity,1.08,,789.0,,2014,405.58,0.94,0.98,5779.0
Radial Velocity,18.15,,3552.0,5.15,2022,399.0,,,4829.0
Radial Velocity,2.02,,136.75,0.58,2008,62.7,2.2,12.0,4780.0
Radial Velocity,4.67,,8.781,0.048,2023,10.232,0.21,0.274,3129.0
Radial Velocity,0.00963,,12.796,0.0717,2021,10.623,0.32,0.291,3500.0
Radial Velocity,0.00846,,12.94,0.0788,2017,2.55,0.46,0.393,3828.0
Radial Velocity,0.0428,,2946.0,2.94,2021,2.55,0.46,0.393,3828.0
Radial Velocity,0.0529,,17.24,0.14,2009,25.5,1.18,,5936.0
Radial Velocity,0.0428,,15.5083,0.1238,2021,11.8186,1.275,,
Radial Velocity,51.0,,10.5918,0.0563,2018,9.9,0.17,,
Radial Velocity,0.04137,,3.71776,0.0226,2023,15.7531,0.112,0.14,2861.0
Radial Velocity,56.0,,147.6,0.286,2012,30.0,0.083,0.1,2400.0
Radial Velocity,0.042,,14.446,0.0876,2019,17.64,0.43,0.431,3475.0
Radial Velocity,57.4,,606.63,0.6,2008,29.88,0.096,0.12,2800.0
Radial Velocity,44.27,,15.04547,0.082527,2020,11.6109,0.289,0.32,3494.0
Radial Velocity,0.00856,,24.29,0.09,2022,6.9,0.256,0.27,3340.0
Radial Velocity,0.00922,,18.64,0.091,2017,3.8,0.29,0.293,3382.0
Radial Velocity,0.00374,,4.72322,0.036,2017,3.8,0.29,0.293,3382.0
Radial Velocity,0.03448,,413.9,0.712,2019,3.8,0.29,0.293,3382.0
Radial Velocity,0.0297,,542.0,0.849,2019,3.8,0.29,0.293,3382.0
Radial Velocity,14.8,,217.3,0.71,2017,210.24,1.03,0.9,6190.0
Radial Velocity,52.1,,11.6121,0.1,2017,128.69,0.99,0.83,5980.0
Radial Velocity,32.8,,252.5,0.85,2017,477.01,1.29,2.39,5285.0
Radial Velocity,41.8,,147.6,0.54,2017,212.63,0.96,1.03,5525.0
Radial Velocity,42.7,,31.656,0.2,2017,115.66,1.06,1.28,5315.0
Radial Velocity,13.1,,103.4,0.45,2017,186.4,1.12,0.91,6090.0
Radial Velocity,24.4,,117.6,0.51,2017,434.91,1.25,1.23,6295.0
Radial Velocity,17.3,,122.2,0.52,2017,484.57,1.33,1.63,6270.0
Radial Velocity,40.0,,9.009,0.09,2013,218.0,1.16,1.64,5903.0
Radial Velocity,31.7,,47.8929,0.2673,2013,219.0,1.11,1.06,5598.0
Radial Velocity,37.7,,36.045,0.215,2017,111.49,1.02,0.95,5540.0
Radial Velocity,6.9,,3638.0,5.02,2011,44.3,1.11,1.71,6013.69
Radial Velocity,1.676,,643.25,1.5,2000,15.3,1.08,1.245,5700.0
Radial Velocity,0.03321,,9.6386,0.09094,2004,15.3,1.08,1.245,5700.0
Radial Velocity,0.5219,,310.55,0.921,2004,15.3,1.08,1.245,5700.0
Radial Velocity,1.814,,4205.8,5.235,2006,15.3,1.08,1.245,5700.0
Radial Velocity,2.4,,357.8,1.1,2014,38.05,1.5,11.4,4538.2
Radial Velocity,10.6,,714.3,2.1,2007,766.0,2.4,,
Radial Velocity,15.0,,1.48,,2001,109.38,,,18500.0
Radial Velocity,56.0,,0.07,0.00263,2013,77.9678,0.44,0.0156,7756.0
Radial Velocity,55.0,,,1395.736,2022,118.764,0.226,0.255,3343.0
Radial Velocity,1.895,,736.9,1.761,2011,19.75,1.52,2.3,4792.0
Radial Velocity,0.906,,988.9,2.143,2019,19.75,1.52,2.3,4792.0
Radial Velocity,0.01472,0.14658,11.577794,0.0963,2011,14.8,,,
Radial Velocity,0.0353,0.25489,27.592076,0.1717,2011,14.8,,,
Radial Velocity,0.02725,0.22366,107.1363,0.424,2011,14.8,,,
Radial Velocity,22.206,,530.21,1.79,2004,46.8,3.04,15.1,4928.0
Radial Velocity,24.662,,3184.83,5.931,2010,46.8,3.04,15.1,4928.0
Radial Velocity,1.7,,277.02,1.1,2013,80.6,2.17,12.3,4770.0
Radial Velocity,1.5,,187.3,0.83,2012,84.0,2.13,10.4,4749.0
Radial Velocity,4.1,,1630.0,3.9,2012,56.3,3.09,14.1,5242.0
Radial Velocity,7.1,,269.3,0.87,2007,78.5,1.234,,4415.0
Radial Velocity,12.6,,2088.33,3.308,2001,18.37,1.094,1.1,6037.0
Radial Velocity,0.0421,,124.64,,2022,18.37,1.094,1.1,6037.0
Radial Velocity,2.9,,589.64,1.69,2006,10.34,1.47,9.3,4666.0
Radial Velocity,60.0,,5.825,0.02,1999,142.0,0.07,,
Radial Velocity,0.54,,4.4264,,2012,170.0,1.234,1.167,6174.0
Radial Velocity,1.88,,2.14609,0.03184,2012,170.0,0.935,0.827,
Radial Velocity,7.95,,5300.0,5.8,2016,170.0,0.935,0.827,
Radial Velocity,0.00337,,11.1881,0.04856,2016,1.295,0.12,0.141,3050.0
Radial Velocity,0.00082,,5.167,0.02885,2020,1.295,0.12,0.141,3050.0
Radial Velocity,3.2,,181.4,0.7,2003,45.9,1.4,11.0,4665.0
Radial Velocity,1.53,,3117.0,4.43,2015,22.16,1.19,,6212.0
Radial Velocity,12.0,,0.065115,,2012,3010.0,,,
Radial Velocity,32.0,1.0,0.0644,,2018,187.2,0.8,0.01,10500.0
Radial Velocity,1.04,,39.8438,0.2245,1997,17.43,0.99,1.284,5822.0
Radial Velocity,0.0887,,102.19,0.4206,2016,17.43,0.99,1.284,5822.0
Radial Velocity,0.068,,282.2,0.827,2023,17.43,0.99,1.284,5822.0
Radial Velocity,0.01192,,12.949,0.1061,2023,17.43,0.99,1.284,5822.0
Radial Velocity,1.82,,1256.0,2.32,2002,26.5,1.06,1.1,5636.0
Radial Velocity,0.0044,,9.8658,0.0496,2017,3.3806,0.168,0.1967,3192.0
Radial Velocity,0.01249,,10.77,0.053,2022,11.2183,0.177,0.211,3071.0
Radial Velocity,1.8,,77.51,0.384,2024,870.0,1.26,2.13,6000.0
