detection_type,mass,radius,orbital_period,semi_major_axis,discovered,star_distance,star_mass,star_radius,star_teff
Radial Velocity,10.4,,123.93,,2021,58.8285,0.482,0.4842,3520.0
Radial Velocity,6.5,,579.8,1.8,2014,108.3,2.25,28.0,4367.0
Radial Velocity,1.73,,10.91,0.0975,2017,,1.04,1.36,
Radial Velocity,1.26,,1311.0,2.56,2002,33.3,1.3,2.0,5767.0
Radial Velocity,5.84,1.06,3.31249,0.046,1996,15.6521,1.32,1.426,6466.27
Radial Velocity,0.0124,,162.87,0.538,2012,3.65,0.783,0.793,5344.0
Radial Velocity,0.0124,,636.13,1.334,2012,3.65,0.783,0.793,5344.0
Radial Velocity,0.00551,,20.0,0.133,2017,3.65,0.783,0.793,5344.0
Radial Velocity,0.00576,,49.41,0.243,2017,3.65,0.783,0.793,5344.0
Radial Velocity,20.6,,305.5,1.17,2004,98.4,2.3,26.8,4388.0
Radial Velocity,0.00365,,4.90634,0.0259,2019,3.831,0.089,0.107,
Radial Velocity,0.0033,,11.416,0.0455,2019,3.831,0.089,0.107,
Radial Velocity,0.00258,,26.13,0.0791,2024,3.831,0.089,0.107,
Radial Velocity,4.89,,1010.0,2.0,2024,147.8,1.035,1.02,5844.0
Radial Velocity,34.3,,35.806,0.2263,2023,128.7,1.204,1.264,6146.0
Radial Velocity,9.35,,,,2021,82.2,0.94,0.84,5328.0
Radial Velocity,,0.854,27.36397,0.0886,2021,100.96,0.17,0.56,3072.0
Radial Velocity,0.01158,,32.509,0.1513,2023,36.05,0.45,0.42,3600.0
Radial Velocity,0.084,,8.689,0.0783,2022,,,,
Radial Velocity,0.2665,,443.0,,2022,114.7,0.89,1.01,5225.0
Radial Velocity,0.4666,,160.1,0.581,2024,332.648,1.02,1.581,5714.0
Radial Velocity,0.2051,,215.5,0.794,2023,399.0,,3.1,5723.0
Radial Velocity,0.31,,227.6,0.739,2024,,,,
Radial Velocity,0.085,,47.56,0.239,2024,72.75,0.71,0.78,4507.0
Radial Velocity,0.068,,29.5306,0.1734,2023,55.044,0.798,0.793,4884.0
Radial Velocity,0.0349,,29.29,0.185,2022,154.56,0.981,1.019,5840.0
Radial Velocity,11.8,,16.086,,2021,125.0,0.934,0.907,5430.0
Radial Velocity,0.00481,,5.069,,2024,22.433,0.47,0.474,3437.0
Radial Velocity,,,103.0,,2022,35.274,0.502,0.45,3550.0
Radial Velocity,0.602,,501.0,,2022,111.75,,,
Radial Velocity,0.929,,393.2,,2022,124.2,,,
Radial Velocity,8.26,,571.3,,2023,88.9482,1.0,1.408,5656.0
Radial Velocity,0.2121,0.6727,38.8,0.212,2024,71.6456,0.77,0.822,4926.0
Radial Velocity,1.133,1.65,1.36414864,0.02398,2024,,,,
Radial Velocity,0.28,,273.7,0.8,2023,101.7,0.936,0.82,5255.0
Radial Velocity,0.83,1.211,2.4545467,0.03515,2024,,,,
Radial Velocity,0.0428,0.2694,10.695264,0.0892,2021,89.0,0.825,0.858,5298.0
Radial Velocity,5.6,,966.5,2.02,2024,125.51,1.17,1.451,5733.0
Radial Velocity,9.3,0.93,13.33668,0.112,2023,509.0,1.04,1.1,5651.0
Radial Velocity,0.0293,,96.6,0.3529,2024,23.9258,0.66,0.732,
Radial Velocity,0.03216,,16.553,0.1292,2024,112.958,1.05,1.32,6005.0
Radial Velocity,0.64,1.0,7.18585,0.073,2023,438.8,1.01,1.12,5831.0
Radial Velocity,1.3,,1920.0,2.78,2024,182.4,0.77,0.77,4843.0
Radial Velocity,2.177,,762.0,1.57,2023,176.5,0.88,0.83,5104.0
Radial Velocity,2.84,,4.8494,0.052,2021,32.61,0.78,0.731,4850.0
Radial Velocity,0.0182,,6.65064,0.0523,2023,12.0641,0.413,0.4144,3600.0
Radial Velocity,0.0146,,6.6299,,2022,47.4,0.88,0.75,4621.0
Radial Velocity,0.10553,,26.235,,2022,47.4,0.88,0.75,4621.0
Radial Velocity,0.03757,,60.33,,2022,47.4,0.88,0.75,4621.0
Radial Velocity,21.5,,50.089,,2023,41.1,0.85,0.66,4369.0
Radial Velocity,,,2.40132,,2023,200.9,0.66,0.724,4224.0
Radial Velocity,,,2.367087,,2023,199.7,0.484,0.486,3504.0
Radial Velocity,0.0302,,16.1,0.118,2021,83.1548,0.85,1.084,5085.0
Radial Velocity,22.0,,42.0,0.22,2023,64.59,0.91,0.907,5558.0
Radial Velocity,11.3,,1730.0,2.54,2022,77.83,0.734,0.671,4435.0
Radial Velocity,0.094,,8.339,0.075,2024,60.0,0.8,1.16,4050.0
Radial Velocity,2.51,,198.44,0.6879,2014,759.0,1.15,6.85,4806.0
Radial Velocity,10.1,,569.2,1.3916,2014,759.0,1.15,6.85,4806.0
Radial Velocity,0.34,,694.86,1.22,2022,15.485,0.498,0.495,3735.0
Radial Velocity,39.05,,103.698,0.4417,2009,176.557,1.014,1.22,5696.11
Radial Velocity,3.42,,562.0,1.414,2018,556.0,1.19,5.9,4776.0
Radial Velocity,5.4,,26.468,0.21,2016,481.0,1.87,6.26,5130.0
Radial Velocity,10.78,,101.54,0.422,2017,700.0,0.97,16.21,4300.0
Radial Velocity,55.0,,1500.0,3.9,2005,76.1067,3.4,14.08,5177.6
Radial Velocity,0.62,,4.61711,0.059,1996,13.47,1.27,1.631,6212.0
Radial Velocity,9.1,,240.937,0.861,1999,13.47,1.27,1.631,6212.0
Radial Velocity,23.58,,1281.439,2.55,1999,13.47,1.27,1.631,6212.0
Radial Velocity,1.059,,3848.86,5.2456,2010,13.47,1.27,1.631,6212.0
Radial Velocity,0.51,,385.2,1.18,2021,,,,
Radial Velocity,18.3,,,,2016,,0.32,,
Radial Velocity,0.36,,1088.0,,2020,,0.69,0.66,4430.0
Radial Velocity,0.428,0.901,7.1335164,0.067,2016,123.17,0.789,0.758,4686.0
Radial Velocity,0.0197,0.16424,1.01153624,0.01833,2022,123.17,0.789,0.758,4686.0
Radial Velocity,5.16,,1816.6,2.71,2024,123.17,0.789,0.758,4686.0
Radial Velocity,0.7,,70.01,,2018,195.0,1.131,1.16,5700.0
Radial Velocity,0.378,,34.55619,0.2044,2020,248.1,1.0,1.03,5460.0
Radial Velocity,14.96,,4093.0,5.05,2014,120.0,1.01,0.93,5700.0
Radial Velocity,3.18,,421.0,1.07,2015,180.0,0.95,1.01,5450.0
Radial Velocity,1.31,,596.0,1.41,2015,266.69,1.04,1.14,5552.0
Radial Velocity,16.35,,2840.0,3.73,2016,235.0,0.839,0.798,4953.0
Radial Velocity,14.96,,4093.0,5.05,2014,87.0,1.033,0.953,5600.0
Radial Velocity,0.618,,2.00839,0.0335,2014,,1.24,1.35,6040.0
Radial Velocity,55.5,0.97,0.079424,0.003,2006,102.26,0.39,0.0186,16500.0
Radial Velocity,30.0,,0.175,0.006,2012,,0.798,,15000.0
Radial Velocity,0.00601,,4.8869,0.0375,2015,4.29,0.25,0.307,3342.0
Radial Velocity,0.0107,,17.8719,0.089,2015,4.29,0.25,0.307,3342.0
Radial Velocity,0.0242,,217.21,0.47,2015,4.29,0.25,0.307,3342.0
Radial Velocity,0.00396,,15.564,0.0672,2023,9.5747,0.167,0.1813,3158.0
Radial Velocity,0.012,,2.68687,0.018,2019,2.42,,,
Radial Velocity,0.26,,18.22,0.1347,2014,149.0,0.98,1.02,5325.0
Radial Velocity,1.38,,120.059,0.4737,2014,149.0,0.98,1.02,5325.0
Radial Velocity,3.71,,4696.0,5.46,2024,149.0,0.98,1.02,5325.0
Radial Velocity,0.34,,6.958,,2014,,1.01,0.99,5780.0
Radial Velocity,0.4,,5.118,,2014,,0.96,0.89,5725.0
Radial Velocity,0.46,,4.087,,2016,843.0,1.14,,6165.0
Radial Velocity,0.0022,,2.02087,0.01634,2017,3.6,0.13,0.168,3056.0
Radial Velocity,0.00359,,3.05989,0.02156,2017,3.6,0.13,0.168,3056.0
Radial Velocity,0.00343,,4.65626,0.02851,2017,3.6,0.13,0.168,3056.0
Imaging,14.0,1.7,,330.0,2008,145.0,0.73,1.35,4060.0
Imaging,36.5,,,1725.0,2022,167.612736,0.87,1.06,4862.13
Imaging,44.5,,,503.0,2024,98.6,0.7,1.831,3971.38
Imaging,27.1,,,5230.0,2022,,,,
Imaging,32.0,,,120.0,2012,,0.45,,
Imaging,19.9,3.5,,,2005,64.673,,,
Imaging,5.5,,,42.0,2004,64.673,,,
Imaging,17.68,,10950.0,4.4,2019,36.6,,,
Imaging,38.0,1.57,,250.0,2002,36.6,,,
Imaging,33.0,1.22,,,2022,31.6163,,,
Imaging,19.18,,,,2010,47.4,,,
Imaging,57.5,,,739.0,2024,40.877,,,
Imaging,14.88,,,,2015,40.82,1.17,1.11,6147.0
Imaging,30.0,,,3900.0,2024,54.5012,0.189,0.2198,3182.0
Imaging,10.0,1.36,,,2022,26.7,,,
Imaging,24.0,1.2,,,2022,11.6,,,
Imaging,29.05,1.43,,,2003,39.0,,,
Imaging,42.13,0.94,,,2004,8.2,,,
Imaging,30.0,,,,2009,34.7133,,,
Imaging,15.0,,45990.0,8.9,2010,34.7133,,,
Imaging,22.71,1.62,,,2019,15.4,,,
Imaging,40.34,0.94,,,2005,8.0,,,
Imaging,30.0,,10034580.0,462.0,2017,42.4752,0.256,0.281,3072.0
Imaging,58.0,,,,2011,,,,
Imaging,36.0,,,49.0,2011,,,,
Imaging,15.07,1.34,,,2000,21.3,,,
Imaging,13.0,,,84.0,2013,47.2,0.4,,
Imaging,52.41,0.98,,,2002,16.9,,,
Imaging,16.4,,,,2019,39.02,,,
Imaging,48.0,,,,2006,34.6,,,
Imaging,36.0,,,1.9,2010,34.6,,,
Imaging,24.5,,,52.0,2013,36.0,0.4,,3530.0
Imaging,60.0,,11680.0,6.0,2017,38.0,0.25,0.276,2877.0
Imaging,1.38,1.011,,,2006,36.5,,,
Imaging,17.0,1.48,,,2022,66.2,,,
Imaging,47.08,0.97,,,2002,28.69,,,
Imaging,14.59,1.53,,,2015,40.57,,,
Imaging,63.0,1.1,,360.0,2017,22.2,0.26,0.214,3300.0
Imaging,13.9,1.44,,156.0,2015,39.4,0.11,0.27,3064.0
Imaging,22.1,,,,2008,39.73,,,
Imaging,13.7,,,,2015,43.4,,,
Imaging,19.56,1.62,,,2010,45.0,,,
Imaging,27.35,1.41,,,2008,66.0,,,
Imaging,43.59,0.94,,,2002,10.68,,,
Imaging,65.1,1.9,,,2003,49.33,,,
Imaging,45.0,,,,2000,25.0,,,
Imaging,45.0,,27010.0,5.2,2010,25.0,,,
Imaging,48.98,0.97,,,2007,16.5,,,
Imaging,35.0,,,8.3,2008,25.0,0.081,,2300.0
Imaging,1.57,0.976,,,2008,42.4,,,
Imaging,44.61,0.95,,,2006,22.2,,,
Imaging,18.0,1.32,,,2022,41.0,,,
Imaging,54.42,0.98,,,2000,24.0,,,
Imaging,60.5,,,,2000,29.0,,,
Imaging,13.5,,,2.52,2010,29.0,,,
Imaging,17.0,1.48,,,2022,81.0,,,
Imaging,36.0,,,9.2,2015,33.5,0.081,,
Imaging,43.0,0.91,,,2021,9.0,,,
Imaging,28.0,1.22,,,2006,9.1203,,,
Imaging,67.0,0.97,,,2008,36.4421,,,
Imaging,53.0,8.73,,,2004,131.09,,,
Imaging,36.0,0.8,,,2002,5.74,,,
Imaging,47.0,,,,2017,48.8,,,
Imaging,5.0,,,,2017,140.0,,,
Imaging,58.0,9.42,,,2006,133.88,,,
Imaging,7.1,1.89,,,2009,145.0,,,
Imaging,4.0,,,118.0,2021,128.1,0.0165,0.84,3100.0
Imaging,58.0,11.3,,,2006,127.81,,,
Imaging,48.01,0.97,,,2024,12.3775,,,
Imaging,58.0,6.7,,,2006,120.49,,,
Imaging,35.0,4.1,,33.0,2010,145.0,0.2,1.1,3400.0
Imaging,19.0,3.5,,1800.0,2010,145.0,0.2,1.1,3400.0
Imaging,9.8,3.5,,15.0,2010,145.0,,,
Imaging,28.0,6.34,,,2004,136.16,,,
Imaging,2.22,1.3,,,2002,21.09,,,
Imaging,50.0,6.9,,,1994,143.2,,,
Imaging,63.8,1.0,,,2003,16.14,,,
Imaging,51.0,1.02,,,2022,27.7,,,
Imaging,11.7,0.76,,,2003,30.1,,,
Imaging,8.0,1.32,,,2022,38.0,,,
Imaging,63.68,1.0,,,2006,13.32,,,
Imaging,21.44,1.38,,,2008,20.93,,,
Imaging,17.6,1.276,,,2008,46.3,,,
Imaging,26.0,1.05,,,2022,17.6,,,
Imaging,33.0,,,,2007,24.3,,,
Imaging,15.0,,1178220.0,149.0,2017,71.0243,0.518,0.52,3329.0
Imaging,47.18,0.97,,,2003,12.0,,,
Imaging,60.0,5.07,,,2008,400.0,,,
Imaging,26.2,1.391,,,2007,57.8,,,
Imaging,59.0,,,,2004,34.0,,,
Imaging,52.0,,3650.0,1.8,2004,34.0,,,
Imaging,67.54,1.01,,,2010,12.73,,,
Imaging,60.0,,,,2008,400.0,,,
Imaging,2.9,1.52,,,2007,22.1,,,
Imaging,60.0,4.89,,,2008,400.0,,,
Imaging,9.0,,,1043.0,2024,,,,
Imaging,50.44,0.97,,,2000,6.5,,,
Imaging,37.8,1.51,,,2003,27.0,,,
Imaging,55.0,,,,2012,26.0,,,
Imaging,56.04,0.99,,,2006,12.2514,,,
Imaging,12.0,1.23,,,2022,16.1,,,
Imaging,3.0,1.29,,,2022,9.34,,,
Imaging,40.55,0.94,,,2002,9.1,,,
Imaging,37.44,0.94,,,2007,10.0,,,
Imaging,58.0,,,112.0,2014,,0.076,,
Imaging,43.43,0.94,,,2004,17.1,,,
Imaging,13.0,1.35,,,2022,25.0,,,
Imaging,51.98,0.98,,,2000,12.0,,,
Imaging,5.0,0.612,,,2000,29.0,,,
Imaging,46.42,0.96,,,2004,23.6,,,
Imaging,48.0,0.99,,,2024,13.09,,,
Imaging,62.47,1.0,,,2003,7.23,,,
Imaging,20.0,,,,2013,49.0,,,
Imaging,18.0,,,27.0,2013,49.0,,,
Imaging,16.0,,,2.5,2013,49.0,,,
Imaging,40.0,,,7700.0,1999,31.7,0.116,0.14,2949.0
Imaging,26.0,1.15,,4.64,2001,29.0,,,
Imaging,14.4,,,,2015,35.8,,,
Imaging,53.0,,,,2024,77.84,,,
Imaging,50.29,0.98,,,2003,19.8,,,
Imaging,2.3,0.716,,,2000,31.0,,,
Imaging,41.56,0.94,,,2002,6.12,,,
Imaging,30.0,1.3,,,2005,5.34,,,
Imaging,46.29,0.96,,,2005,22.0,,,
Imaging,15.0,1.45,,,2022,58.1,,,
Imaging,30.0,,,2100.0,2024,27.99,0.131,0.16,2974.0
Imaging,44.44,0.94,,,2007,18.7,,,
Imaging,51.16,0.98,,,2003,18.0,,,
Imaging,27.2,1.41,,,2008,19.9,,,
Imaging,8.18,1.32,,,2002,20.9,,,
Imaging,42.0,,,,1999,10.56,,,
Imaging,36.0,,,53.0,2014,30.6,0.076,,
Imaging,50.0,,,,2004,168.0,,,
Imaging,30.0,,,240.0,2004,168.0,,,
Imaging,48.0,,,,2007,20.3,,,
Imaging,36.0,,,2.67,2010,20.3,,,
Imaging,8.98,1.24,,,2002,23.0,,,
Imaging,32.53,0.96,,,2005,5.58,,,
Imaging,14.0,1.5,,,2018,37.0,,,
Imaging,3.7,1.4,,,2015,26.4,,,
Imaging,3.7,1.4,32850.0,3.6,2017,26.4,,,
Imaging,32.0,,,148.31,2021,18.4523,0.201,0.231,3172.0
Imaging,60.0,,,,1999,26.2,,,
Imaging,60.0,,,7.6,2001,26.2,,,
Imaging,6.4,1.284,,,2003,38.3,,,
Imaging,63.54,1.0,,,2002,11.8,,,
Imaging,10.0,,,582.0,2020,101.15,,,
Imaging,50.0,4.6,,,2020,101.1,,,
Imaging,58.0,,,,2002,22.32,,,
Imaging,36.0,,,17.0,2010,22.32,,,
Imaging,49.0,0.92,,,2010,21.0,,,
Imaging,25.0,1.01,8030.0,3.31,2010,21.0,,,
Imaging,36.0,,,,2006,,,,
Imaging,36.0,,,24.0,2024,,,,
Imaging,41.7,0.94,,,1999,8.6,,,
Imaging,49.0,0.97,,,2021,19.0,,,
Imaging,33.0,,,,1999,11.2,,,
Imaging,24.0,,12410.0,3.8,2003,11.2,,,
Imaging,41.0,,,,1999,10.42,,,
Imaging,17.4,,,,2014,76.6,,,
Imaging,47.44,0.98,,,2000,13.7,,,
Imaging,58.0,,,,2009,32.18,,,
Imaging,36.0,,,27.0,2011,32.18,,,
Imaging,28.0,0.91,19162.5,6.6,2011,19.0,0.074,0.084,1770.0
Imaging,66.94,1.01,,,2008,30.86,,,
Imaging,11.5,1.23,,,2007,260.0,,,
Imaging,51.09,0.97,,,2000,20.0,,,
Imaging,17.1,0.559,,,2002,18.0,,,
Imaging,52.0,,,,2007,29.0,,,
Imaging,22.0,,31025.0,8.6,2008,29.0,,,
Imaging,44.29,0.94,,,1999,14.6,,,
Imaging,63.44,1.0,,,2008,21.05,,,
Imaging,65.0,,,,2008,23.5,,,
Imaging,55.0,,6029.8,3.15,2008,23.5,,,
Imaging,69.62,1.98,,,2003,45.6,,,
Imaging,48.0,,,,2006,39.0,,,
Imaging,36.0,,,29.0,2010,39.0,,,
Imaging,59.02,0.99,,,2006,44.0,,,
Imaging,58.0,,,,2006,,,,
Imaging,36.0,,,43.0,2014,,,,
Imaging,20.76,1.32,,,2004,9.0,,,
Imaging,66.0,,4854.5,2.92,2002,18.8,0.074,0.1287,
Imaging,71.64,1.03,,,1999,14.17,,,
Imaging,59.43,0.99,,,2003,22.0,,,
Imaging,40.0,,,300.0,2017,75.0,0.04,,
Imaging,40.0,,,300.0,2017,75.0,0.04,,
Imaging,36.0,,,72.0,2014,35.78,0.076,,
Imaging,44.34,0.94,,,2003,7.0,,,
Imaging,68.77,1.02,,,2000,11.7,,,
Imaging,59.66,0.99,,,2000,8.0,,,
Imaging,56.83,0.99,,,2003,11.0,,,
Imaging,58.0,,,,2004,60.0,,,
Imaging,36.0,,,2.7,2010,60.0,,,
Imaging,48.0,,,,2006,20.746,,,
Imaging,36.0,,,2.7,2015,20.746,,,
Imaging,54.39,0.98,,,2000,18.0,,,
Imaging,30.1,,,,2008,15.9,,,
Imaging,28.2,,5550.0,2.3,2008,15.9,,,
Imaging,62.64,1.0,,,2004,16.87,,,
Imaging,44.13,0.94,,,2002,11.4,,,
Imaging,19.51,,,,2008,34.25,,,
Imaging,15.51,,36500.0,7.0,2019,34.25,,,
Imaging,58.0,,,30.0,2009,33.0,0.076,,
Imaging,24.0,1.39,,,2022,64.0,,,
Imaging,30.04,1.43,,,2003,20.0,,,
Imaging,42.0,,,,2002,12.0,,,
Imaging,38.0,,16425.0,4.2,2006,12.0,,,
Imaging,33.8,,,883.0,2022,142.476115,0.7,1.283,4318.64
Imaging,71.12,1.03,,,2002,13.52,,,
Imaging,42.35,0.94,,,2007,20.4,,,
Imaging,14.8,,,,2018,60.0,,,
Imaging,50.7,,,721.0,2022,105.997,0.62,0.869,3968.0
Imaging,42.84,0.94,,,1999,11.0,,,
Imaging,71.03,1.03,,,2024,30.93,,,
Imaging,13.5,,,551.63,2021,182.046,0.621,0.9626,3981.0
Imaging,49.46,0.97,,,1999,15.2,,,
Imaging,18.0,1.22,,,2022,20.2,,,
Imaging,30.0,,901915.0,165.0,2017,50.5462,0.49,0.924,3568.0
Imaging,20.0,,1035140.0,180.0,2017,50.5462,0.49,0.924,3568.0
Imaging,36.0,,,31.0,2014,38.5,0.076,,
Imaging,58.0,,,,2000,30.2,,,
Imaging,36.0,,,4.53,2010,30.2,,,
Imaging,24.06,1.4,,,2000,47.0,,,
Imaging,58.0,,,,2006,,,,
Imaging,48.0,,,48.0,2011,,,,
Imaging,58.0,,,,2008,,,,
Imaging,36.0,,,50.0,2015,,,,
Imaging,47.37,0.97,,,2002,27.6,,,
Imaging,16.02,,,,2003,14.606,,,
Imaging,38.7,,,832.0,2008,37.67,0.071,0.123,2810.0
Imaging,66.52,1.01,,,2000,42.42,,,
Imaging,7.4,1.869,,,2008,56.5,,,
Imaging,13.0,1.36,,,2022,17.6316,,,
Imaging,3.3,1.489,,,2008,48.1,,,
Imaging,63.0,,,9.0,2010,36.0,0.08,,
Imaging,15.72,,,,2015,55.4,,,
Imaging,69.56,1.02,,,2003,15.45,,,
Imaging,68.59,1.02,,,2003,17.23,,,
Imaging,7.0,1.38,,,2015,16.9,,,
Imaging,58.0,,,,2010,16.35,,,
Imaging,36.0,,,1.3,2010,16.35,,,
Imaging,20.0,0.92,7340.0,3.53,2002,25.0,0.08,0.1,2300.0
Imaging,55.03,0.99,,,2008,7.0,,,
Imaging,35.0,,,,2007,18.8,,,
Imaging,57.37,,,,2015,69.97,,,
Imaging,55.6,,12410.0,4.8,2019,69.97,,,
Imaging,30.0,1.3,8686.0,4.48,2010,26.67,0.13,0.11,2350.0
Imaging,8.0,1.3,,,2022,34.4,,,
Imaging,32.0,1.22,,,2022,29.5966,,,
Imaging,10.0,1.41,,,2000,50.0,,,
Imaging,60.57,0.99,,,2000,11.4,,,
Imaging,60.57,0.99,,,2003,10.6,,,
Imaging,12.5,,,230.0,2016,63.0,0.6,,
Imaging,11.91,1.29,,,2002,11.6075,,,
Imaging,30.0,,,518.0,2017,57.2309,0.433,0.437,3352.0
Imaging,23.93,1.39,,,2009,23.0,,,
Imaging,35.5,,,,2014,43.0283,,,
Imaging,13.6,1.5,,714.0,2008,43.0283,,,
Imaging,20.0,,814315.0,117.0,2017,79.84542,0.343,0.358,3200.0
Imaging,34.0,1.22,,,2022,40.5,,,
Imaging,12.4,1.742,,,2008,40.2,,,
Imaging,4.1,1.11,10260.0,11.1,2015,29.4,1.75,,
Imaging,70.0,,,44.0,2011,15.4614,1.03,1.176,5758.0
Imaging,53.0,0.8,,476.0,2006,11.0,0.79,0.947,5173.0
Imaging,31.0,,,18.6,2022,42.9,1.397,,
Imaging,9.0,,,93.9,2008,144.0,2.4,,
Imaging,13.0,,,0.58,2019,15.8,0.072,,
Imaging,13.5,1.75,,275.0,2005,47.3,,,5285.0
Imaging,3.75,1.3,8875.0,8.98,2023,26.843,1.2,1.25,6130.0
Imaging,3.5,,,,1994,300.0,,,
Imaging,10.9,,1800000.0,556.0,2021,99.7,5.5,,
Imaging,30.0,,,38000.0,2024,34.0705,0.7,0.72,4483.0
Imaging,60.0,,,3000.0,2024,57.3151,0.82,0.762,4967.0
Imaging,15.0,1.31,,1662.0,2021,44.957,1.0,0.797,4993.0
Imaging,50.0,,,,2002,260.0,,,
Imaging,56.0,,,6656.0,2015,30.56,1.96,,8676.0
Imaging,11.9,1.65,7707.0,9.93,2008,19.3,1.73,1.8,8052.0
Imaging,47.11,0.97,,,2002,21.4,,,
Imaging,50.0,,,4200.0,2024,67.1162,0.64,0.6884,4085.62
Imaging,35.0,0.851,,,2006,133.8,,,
Imaging,28.0,0.906,,,2006,133.8,,,
Imaging,27.0,0.946,,,2006,133.8,,,
Imaging,7.8,0.99,,,2006,143.0,,,
Imaging,25.0,0.919,,,2006,133.8,,,
Imaging,47.0,2.052,,,1999,121.7,,,
Imaging,10.0,2.11,,,2010,140.0,,,
Imaging,11.5,,,,2010,140.0,,,
Imaging,15.0,,,,2010,140.0,,,
Imaging,15.5,1.28,,,2014,440.0,,,
Imaging,15.0,1.22,,,2014,133.5,,,
Imaging,11.5,1.15,,,2014,133.5,,,
Imaging,50.0,,,6900.0,2024,67.7595,0.88,0.858,5171.0
Imaging,24.8,,,1855.0,2022,155.198,1.135,1.978,5045.85
Imaging,60.0,,,2600.0,2024,87.5564,0.8,0.795,4876.0
Imaging,31.0,,,67.0,2011,21.3,0.4,,3680.0
Imaging,60.0,,,835.0,2019,1398.97,23.47,14.31,26000.0
Imaging,22.5,,,,2008,13.0,,,
Imaging,25.0,,,,2011,23.1,,,
Imaging,10.5,,,,2011,23.1,,,
Imaging,7.5,,,,2017,55.2,,,
Imaging,30.0,,,,2011,22.0,,,
Imaging,15.0,,,,2011,40.0,,,
Imaging,9.0,,,,2011,36.0,,,
Imaging,30.0,,,,2005,150.0,,,
Imaging,15.0,,,,2010,32.0,,,
Imaging,43.97,0.94,,,2006,20.4,,,
Imaging,16.2,1.14,,,2006,10.4,,,
Imaging,36.0,,,0.66,2010,10.4,,,
Imaging,55.0,7.3,,,2024,145.0,,,
Imaging,60.0,,,80.5,2006,140.0,0.07,,
Imaging,58.0,18.8,,,1992,140.0,,,
Imaging,60.0,,,30.2,2006,140.0,,,
Imaging,40.0,5.6,,,2024,145.0,,,
Imaging,35.0,5.0,,,2000,145.0,,,
Imaging,55.0,14.5,,,1996,145.0,,,
Imaging,35.0,5.52,,,2004,143.99,,,
Imaging,60.0,,,31.4,2006,140.0,0.07,0.626,2823.0
Imaging,33.0,,,,2008,32.5,,,
Imaging,34.0,,,,2008,29.9,,,
Imaging,24.0,1.415,,,1997,124.3,,,
Imaging,54.0,,,,1998,125.0,,,
Imaging,37.8,,27740.0,7.75,2003,125.0,,,
Imaging,18.4,1.175,,,1998,113.5,,,
Imaging,5.8,1.23,,,1998,143.5,,,
Imaging,50.0,1.965,,,1998,143.5,,,
Imaging,20.2,1.219,,,1998,69.1,,,
Imaging,30.0,4.5,,,1997,139.4,,,
Imaging,40.0,2.0,,,2008,139.4,,,
Imaging,50.0,2.1,,,1990,139.4,,,
Imaging,20.0,2.0,,,2010,139.4,,,
Imaging,10.0,3.1,,,1997,139.4,,,
Imaging,7.8,1.86,8035500.0,200.0,2020,137.0,0.0154,0.24,2320.0
Imaging,45.0,4.56,,,1998,194.5,,,
Imaging,45.0,3.1,,,1999,202.6,,,
Imaging,35.0,,,,1999,192.77,,,
Imaging,55.0,6.56,,,1999,195.18,,,
Imaging,40.0,3.7,,,1999,188.2,,,
Imaging,47.0,,,,2015,178.0,,,
Imaging,8.0,1.8,,,2005,165.0,,,
Imaging,4.5,,,,2017,165.0,,,
Imaging,12.0,,,200.0,2006,,0.35,,
Imaging,6.4,1.12,,6471.0,2021,10.89,0.37,0.388,3406.0
Imaging,39.0,1.03,,1891.0,2022,30.88,,,2966.0
Imaging,46.5,,,1368.0,2022,101.292154,1.0,1.155,4731.81
Imaging,17.0,2.2,,440.0,2008,165.0,,,
Imaging,50.0,,,,2024,36.0,,,
Imaging,50.0,,,,2024,36.0,,,
Imaging,66.0,,,129.0,2022,41.0,0.072,,1720.0
Imaging,31.0,,,,2024,31.0,,,
Imaging,52.0,,,,2024,54.0,,,
Imaging,28.0,,,,2024,38.0,,,
Imaging,46.0,,,,2024,51.0,,,
Imaging,32.0,,,,2024,42.0,,,
Imaging,39.0,,,,2024,49.0,,,
Imaging,32.0,,,,2024,41.0,,,
Imaging,7.0,1.32,,,2023,32.0,,,
Imaging,39.0,,,,2024,44.0,,,
Imaging,16.0,,,6576.0,2024,57.0,,,
Imaging,60.0,,,420.0,2024,36.65,0.26,,
Imaging,50.0,,,2200.0,2024,,0.34,,
Imaging,60.0,,,5800.0,2024,41.75,0.32,,
Imaging,5.0,,,,2021,7.0,,,
Imaging,60.0,,,5500.0,2024,73.2,0.12,,
Imaging,30.0,,,680.0,2024,58.6,0.15,,
Imaging,60.0,,,1200.0,2024,89.3,0.12,,
Imaging,60.0,,,,2024,,,,
Imaging,60.0,,,,2024,,,,
Imaging,60.0,,,640.0,2024,40.63,0.1,,
Imaging,50.0,,,700.0,2024,56.5,0.08,,
Imaging,60.0,,,,2024,,,,
Imaging,60.0,,,,2024,,,,
Imaging,11.0,,,,2019,10.1,,,
Imaging,11.0,,,,2019,10.1,,,
Imaging,8.0,,,,2022,145.0,,,
Imaging,12.0,,,,2022,145.0,,,
Imaging,7.0,,,,2022,145.0,,,
Imaging,10.0,,,,2022,145.0,,,
Imaging,11.0,,,,2022,145.0,,,
Imaging,12.0,,,,2022,145.0,,,
Imaging,10.0,,,,2022,145.0,,,
Imaging,4.0,,,,2022,145.0,,,
